semana_fin,pais,casos_semana,factor_crec_7d
2021-08-29,Argentina,38265.0,0.809772717653532
2021-08-30,Argentina,36824.0,0.7213885515025663
2021-08-31,Argentina,35248.0,0.7219400294936916
2021-09-01,Argentina,33948.0,0.7455364005709894
2021-09-02,Argentina,31566.0,0.7386797088900849
2021-09-03,Argentina,30033.0,0.7461429529701126
2021-09-04,Argentina,29098.0,0.7450709274338096
2021-09-05,Argentina,28531.0,0.7456160982621194
2021-09-06,Argentina,26892.0,0.7302845970019552
2021-09-07,Argentina,24201.0,0.6865921470721743
2021-09-08,Argentina,22714.0,0.6690821256038647
2021-09-09,Argentina,21742.0,0.688779066083761
2021-09-10,Argentina,20647.0,0.6874771085139679
2021-09-11,Argentina,20358.0,0.6996357137947625
2021-09-12,Argentina,19860.0,0.6960849602187095
2021-09-13,Argentina,18137.0,0.6744384947196193
2021-09-14,Argentina,17270.0,0.713606875748936
2021-09-15,Argentina,16343.0,0.7195121951219512
2021-09-16,Argentina,15159.0,0.6972219667003956
2021-09-17,Argentina,14785.0,0.716084661209861
2021-09-18,Argentina,14345.0,0.704636997740446
2021-09-19,Argentina,14221.0,0.7160624370594159
2021-09-20,Argentina,13707.0,0.7557479186193968
2021-09-21,Argentina,12658.0,0.7329473074696005
2021-09-22,Argentina,12400.0,0.758734626445573
2021-09-23,Argentina,11768.0,0.7763045055742464
2021-09-24,Argentina,11326.0,0.7660466689212039
2021-09-25,Argentina,11099.0,0.7737190658766121
2021-09-26,Argentina,10997.0,0.7732930173686802
2021-09-27,Argentina,10548.0,0.7695338148391333
2021-09-28,Argentina,10570.0,0.8350450308105546
2021-09-29,Argentina,10047.0,0.810241935483871
2021-09-30,Argentina,9782.0,0.8312372535690007
2021-10-01,Argentina,9571.0,0.8450467949849902
2021-10-02,Argentina,9419.0,0.848635012163258
2021-10-03,Argentina,9250.0,0.8411384923160862
2021-10-04,Argentina,8663.0,0.8212931361395526
2021-10-05,Argentina,8214.0,0.7771050141911069
2021-10-06,Argentina,8058.0,0.8020304568527918
2021-10-07,Argentina,7771.0,0.7944183193620936
2021-10-08,Argentina,6781.0,0.7084944101974715
2021-10-09,Argentina,6623.0,0.7031532009767492
2021-10-10,Argentina,6633.0,0.717081081081081
2021-10-11,Argentina,5782.0,0.6674362230174304
2021-10-12,Argentina,5993.0,0.7296079863647431
2021-10-13,Argentina,6097.0,0.7566393646066021
2021-10-14,Argentina,6386.0,0.8217732595547549
2021-10-15,Argentina,7020.0,1.0352455390060462
2021-10-16,Argentina,7225.0,1.0908953646383814
2021-10-17,Argentina,7214.0,1.0875923413236845
2021-10-18,Argentina,8057.0,1.3934624697336562
2021-10-19,Argentina,7983.0,1.3320540630735858
2021-10-20,Argentina,7981.0,1.3090044284074134
2021-10-21,Argentina,8100.0,1.2683996241778892
2021-10-22,Argentina,8361.0,1.191025641025641
2021-10-23,Argentina,8343.0,1.1547404844290658
2021-10-24,Argentina,8597.0,1.191710562794566
2021-10-25,Argentina,8961.0,1.1122005709321088
2021-10-26,Argentina,9116.0,1.141926594012276
2021-10-27,Argentina,9149.0,1.1463475754917931
2021-10-28,Argentina,9124.0,1.1264197530864197
2021-10-29,Argentina,9031.0,1.0801339552685085
2021-10-30,Argentina,9106.0,1.091453913460386
2021-10-31,Argentina,9024.0,1.0496684890077934
2021-11-01,Argentina,8848.0,0.9873898002455083
2021-11-02,Argentina,8646.0,0.9484422992540588
2021-11-03,Argentina,8597.0,0.9396655372171822
2021-11-04,Argentina,8555.0,0.9376370013152127
2021-11-05,Argentina,8555.0,0.9472926586203079
2021-11-06,Argentina,8600.0,0.9444322424774874
2021-11-07,Argentina,8642.0,0.9576684397163121
2021-11-08,Argentina,8712.0,0.984629294755877
2021-11-09,Argentina,8956.0,1.0358547305112191
2021-11-10,Argentina,9119.0,1.0607188554146796
2021-11-11,Argentina,9148.0,1.0693161893629457
2021-11-12,Argentina,9394.0,1.0980713033313851
2021-11-13,Argentina,9411.0,1.0943023255813953
2021-11-14,Argentina,9415.0,1.0894468872946077
2021-11-15,Argentina,9586.0,1.1003213957759412
2021-11-16,Argentina,9706.0,1.0837427422956678
2021-11-17,Argentina,9920.0,1.0878385787915341
2021-11-18,Argentina,10170.0,1.1117184083952776
2021-11-19,Argentina,10133.0,1.0786672344049393
2021-11-20,Argentina,10156.0,1.0791626819679099
2021-11-21,Argentina,10247.0,1.0883696229421136
2021-11-22,Argentina,9270.0,0.9670352597538077
2021-11-23,Argentina,9869.0,1.016793735833505
2021-11-24,Argentina,10301.0,1.038407258064516
2021-11-25,Argentina,10602.0,1.0424778761061948
2021-11-26,Argentina,11187.0,1.1040165794927466
2021-11-27,Argentina,11554.0,1.1376526191413943
2021-11-28,Argentina,11855.0,1.1569239777495852
2021-11-29,Argentina,13805.0,1.4892125134843581
2021-11-30,Argentina,13078.0,1.3251595906373492
2021-12-01,Argentina,13816.0,1.3412290068925348
2021-12-02,Argentina,14736.0,1.389926428975665
2021-12-03,Argentina,15034.0,1.3438812907839457
2021-12-04,Argentina,15535.0,1.3445559979227972
2021-12-05,Argentina,15763.0,1.3296499367355545
2021-12-06,Argentina,16546.0,1.1985512495472654
2021-12-07,Argentina,18189.0,1.3908089922006424
2021-12-08,Argentina,16912.0,1.224088013896931
2021-12-09,Argentina,17604.0,1.1946254071661238
2021-12-10,Argentina,19162.0,1.2745776240521485
2021-12-11,Argentina,19581.0,1.2604441583521082
2021-12-12,Argentina,20177.0,1.2800228382922032
2021-12-13,Argentina,21760.0,1.3151214795116644
2021-12-14,Argentina,23782.0,1.3074935400516796
2021-12-15,Argentina,28117.0,1.6625473036896878
2021-12-16,Argentina,31094.0,1.7663031129288798
2021-12-17,Argentina,33680.0,1.757645339734892
2021-12-18,Argentina,35881.0,1.8324396098258515
2021-12-19,Argentina,37801.0,1.8734697923378103
2021-12-20,Argentina,41679.0,1.9153952205882352
2021-12-21,Argentina,48136.0,2.0240518038852913
2021-12-22,Argentina,58284.0,2.072909627627414
2021-12-23,Argentina,69616.0,2.2388885315494953
2021-12-24,Argentina,76760.0,2.2790973871733966
2021-12-25,Argentina,78734.0,2.1943089657478887
2021-12-26,Argentina,86790.0,2.295971006058041
2021-12-27,Argentina,110364.0,2.6479522061469805
2021-12-28,Argentina,143402.0,2.9791008808376267
2021-12-29,Argentina,178232.0,3.0579919017225996
2021-12-30,Argentina,216826.0,3.114600091932889
2021-12-31,Argentina,238716.0,3.10990099009901
2022-01-01,Argentina,251445.0,3.193601239616938
2022-01-02,Argentina,262012.0,3.0189192303260746
2022-01-03,Argentina,302079.0,2.737115363705556
2022-01-04,Argentina,350104.0,2.4414164377065872
2022-01-05,Argentina,403648.0,2.2647336056375957
2022-01-06,Argentina,462675.0,2.133853873612943
2022-01-07,Argentina,539932.0,2.26181738970157
2022-01-08,Argentina,612188.0,2.4346795521883515
2022-01-09,Argentina,647721.0,2.472104331099339
2022-01-10,Argentina,690441.0,2.285630580080045
2022-01-11,Argentina,733082.0,2.0938978132212145
2022-01-12,Argentina,759055.0,1.8804874544157286
2022-01-13,Argentina,770270.0,1.6648187172421245
2022-01-14,Argentina,780569.0,1.4456801967655186
2022-01-15,Argentina,771448.0,1.260148843165825
2022-01-16,Argentina,770687.0,1.1898440841041127
2022-01-17,Argentina,775176.0,1.122725909961894
2022-01-18,Argentina,757469.0,1.033266401302992
2022-01-19,Argentina,751534.0,0.9900916270889462
2022-01-20,Argentina,744953.0,0.9671323042569488
2022-01-21,Argentina,735209.0,0.9418885454072606
2022-01-22,Argentina,733786.0,0.9511801184266471
2022-01-23,Argentina,727782.0,0.9443288909764924
2022-01-24,Argentina,701801.0,0.905344076700001
2022-01-25,Argentina,674542.0,0.890520932209767
2022-01-26,Argentina,626599.0,0.8337600161802393
2022-01-27,Argentina,571953.0,0.7677705841845056
2022-01-28,Argentina,516922.0,0.7030953103131219
2022-01-29,Argentina,463824.0,0.6320970964286591
2022-01-30,Argentina,432304.0,0.5940020500644424
2022-01-31,Argentina,390991.0,0.5571251679607182
2022-02-01,Argentina,340838.0,0.5052880324724035
2022-02-02,Argentina,303252.0,0.48396502388289797
2022-02-03,Argentina,273629.0,0.4784116876736375
2022-02-04,Argentina,248293.0,0.48032972092501386
2022-02-05,Argentina,236163.0,0.5091651143537204
2022-02-06,Argentina,226829.0,0.5246978977756394
2022-02-07,Argentina,202463.0,0.5178201032760344
2022-02-08,Argentina,188980.0,0.5544569560905768
2022-02-09,Argentina,173357.0,0.5716598736364475
2022-02-10,Argentina,157983.0,0.5773620486132683
2022-02-11,Argentina,137512.0,0.553829548154801
2022-02-12,Argentina,129851.0,0.5498363418486384
2022-02-13,Argentina,124665.0,0.5495990371601515
2022-02-14,Argentina,111751.0,0.5519576416431644
2022-02-15,Argentina,100887.0,0.5338501428722616
2022-02-16,Argentina,93321.0,0.5383168836562701
2022-02-17,Argentina,86627.0,0.5483311495540659
2022-02-18,Argentina,86844.0,0.631537611263017
2022-02-19,Argentina,84336.0,0.6494828688265781
2022-02-20,Argentina,83236.0,0.6676773753659808
2022-02-21,Argentina,80924.0,0.7241456452291255
2022-02-22,Argentina,80789.0,0.8007870191402262
2022-02-23,Argentina,75493.0,0.8089604697763633
2022-02-24,Argentina,70789.0,0.8171701663453658
2022-02-25,Argentina,66417.0,0.7647851319607573
2022-02-26,Argentina,64765.0,0.7679401441851641
2022-02-27,Argentina,64211.0,0.7714330337834591
2022-02-28,Argentina,54844.0,0.6777223073501063
2022-03-01,Argentina,42062.0,0.520640186163958
2022-03-02,Argentina,40172.0,0.5321288066443246
2022-03-03,Argentina,39303.0,0.5552133806099818
2022-03-04,Argentina,38436.0,0.5787072586837707
2022-03-05,Argentina,37873.0,0.5847757276306648
2022-03-06,Argentina,36613.0,0.5701982526358412
2022-03-07,Argentina,39830.0,0.7262417037415214
2022-03-08,Argentina,42293.0,1.0054918929199752
2022-03-09,Argentina,39544.0,0.9843672209499154
2022-03-10,Argentina,36901.0,0.9388850723863318
2022-03-11,Argentina,33985.0,0.8841971068789677
2022-03-12,Argentina,32814.0,0.866421989279962
2022-03-13,Argentina,31940.0,0.8723677382350531
2022-03-14,Argentina,30224.0,0.7588250062766758
2022-03-15,Argentina,29202.0,0.6904688719173385
2022-03-16,Argentina,27497.0,0.6953520129476026
2022-03-17,Argentina,26481.0,0.7176228286496301
2022-03-18,Argentina,34796.0,1.0238634691775783
2022-03-19,Argentina,34101.0,1.039221064179923
2022-03-20,Argentina,34029.0,1.0654038822792737
2022-03-21,Argentina,32563.0,1.0773888300688195
2022-03-22,Argentina,31840.0,1.0903362783371002
2022-03-23,Argentina,30689.0,1.1160853911335782
2022-03-24,Argentina,27052.0,1.0215626298100524
2022-03-25,Argentina,16563.0,0.47600298884929304
2022-03-26,Argentina,16460.0,0.4826837922641565
2022-03-27,Argentina,15927.0,0.4680419642069999
2022-03-28,Argentina,15296.0,0.46973558947271443
2022-03-29,Argentina,14153.0,0.4445037688442211
2022-03-30,Argentina,13756.0,0.4482387826256965
2022-03-31,Argentina,15047.0,0.5562250480555966
2022-04-01,Argentina,13858.0,0.8366841755720582
2022-04-02,Argentina,13204.0,0.802187120291616
2022-04-03,Argentina,12994.0,0.8158473033214039
2022-04-04,Argentina,12100.0,0.7910564853556485
2022-04-05,Argentina,11121.0,0.7857698014555218
2022-04-06,Argentina,10224.0,0.7432393137539982
2022-04-07,Argentina,9569.0,0.6359407190802153
2022-04-08,Argentina,9750.0,0.7035647279549718
2022-04-09,Argentina,9875.0,0.7478794304756134
2022-04-10,Argentina,9837.0,0.7570417115591812
2022-04-11,Argentina,9413.0,0.7779338842975206
2022-04-12,Argentina,9368.0,0.842370290441507
2022-04-13,Argentina,8997.0,0.8799882629107981
2022-04-14,Argentina,8207.0,0.8576653777824224
2022-04-15,Argentina,7120.0,0.7302564102564103
2022-04-16,Argentina,6896.0,0.6983291139240506
2022-04-17,Argentina,6695.0,0.6805936769340246
2022-04-18,Argentina,18555.0,1.9712100286837353
2022-04-19,Argentina,16986.0,1.813193851409052
2022-04-20,Argentina,15554.0,1.7287984883850172
2022-04-21,Argentina,14626.0,1.7821371999512612
2022-04-22,Argentina,14195.0,1.9936797752808988
2022-04-23,Argentina,13742.0,1.9927494199535962
2022-04-24,Argentina,24832.0,3.7090365944734875
2022-04-25,Argentina,11307.0,0.6093775262732417
2022-04-26,Argentina,11307.0,0.6656658424584952
2022-04-27,Argentina,11307.0,0.7269512665552269
2022-04-28,Argentina,11307.0,0.7730753452755367
2022-04-29,Argentina,11307.0,0.7965480803099683
2022-04-30,Argentina,11307.0,0.8228059962159802
2022-05-01,Argentina,11443.0,0.4608166881443299
2022-05-02,Argentina,11443.0,1.01202794728929
2022-05-03,Argentina,11443.0,1.01202794728929
2022-05-04,Argentina,11443.0,1.01202794728929
2022-05-05,Argentina,11443.0,1.01202794728929
2022-05-06,Argentina,11443.0,1.01202794728929
2022-05-07,Argentina,11443.0,1.01202794728929
2022-05-08,Argentina,17646.0,1.5420781263654637
2022-05-09,Argentina,17646.0,1.5420781263654637
2022-05-10,Argentina,17646.0,1.5420781263654637
2022-05-11,Argentina,17646.0,1.5420781263654637
2022-05-12,Argentina,17646.0,1.5420781263654637
2022-05-13,Argentina,17646.0,1.5420781263654637
2022-05-14,Argentina,17646.0,1.5420781263654637
2022-05-15,Argentina,33989.0,1.9261589028675055
2022-05-16,Argentina,33989.0,1.9261589028675055
2022-05-17,Argentina,33989.0,1.9261589028675055
2022-05-18,Argentina,33989.0,1.9261589028675055
2022-05-19,Argentina,33989.0,1.9261589028675055
2022-05-20,Argentina,33989.0,1.9261589028675055
2022-05-21,Argentina,33989.0,1.9261589028675055
2022-05-22,Argentina,43487.0,1.2794433493188972
2022-05-23,Argentina,43487.0,1.2794433493188972
2022-05-24,Argentina,43487.0,1.2794433493188972
2022-05-25,Argentina,43487.0,1.2794433493188972
2022-05-26,Argentina,43487.0,1.2794433493188972
2022-05-27,Argentina,43487.0,1.2794433493188972
2022-05-28,Argentina,43487.0,1.2794433493188972
2022-05-29,Argentina,51778.0,1.1906546784096397
2022-05-30,Argentina,51778.0,1.1906546784096397
2022-05-31,Argentina,51778.0,1.1906546784096397
2022-06-01,Argentina,51778.0,1.1906546784096397
2022-06-02,Argentina,51778.0,1.1906546784096397
2022-06-03,Argentina,51778.0,1.1906546784096397
2022-06-04,Argentina,51778.0,1.1906546784096397
2022-06-05,Argentina,46045.0,0.8892772992390591
2022-06-06,Argentina,46045.0,0.8892772992390591
2022-06-07,Argentina,46045.0,0.8892772992390591
2022-06-08,Argentina,46045.0,0.8892772992390591
2022-06-09,Argentina,46045.0,0.8892772992390591
2022-06-10,Argentina,46045.0,0.8892772992390591
2022-06-11,Argentina,46045.0,0.8892772992390591
2022-06-12,Argentina,36835.0,0.799978282115322
2022-06-13,Argentina,36835.0,0.799978282115322
2022-06-14,Argentina,36835.0,0.799978282115322
2022-06-15,Argentina,36835.0,0.799978282115322
2022-06-16,Argentina,36835.0,0.799978282115322
2022-06-17,Argentina,36835.0,0.799978282115322
2022-06-18,Argentina,36835.0,0.799978282115322
2022-06-19,Argentina,28039.0,0.7612053753223836
2022-06-20,Argentina,28039.0,0.7612053753223836
2022-06-21,Argentina,28039.0,0.7612053753223836
2022-06-22,Argentina,28039.0,0.7612053753223836
2022-06-23,Argentina,28039.0,0.7612053753223836
2022-06-24,Argentina,28039.0,0.7612053753223836
2022-06-25,Argentina,28039.0,0.7612053753223836
2022-06-26,Argentina,25680.0,0.9158671849923321
2022-06-27,Argentina,25680.0,0.9158671849923321
2022-06-28,Argentina,25680.0,0.9158671849923321
2022-06-29,Argentina,25680.0,0.9158671849923321
2022-06-30,Argentina,25680.0,0.9158671849923321
2022-07-01,Argentina,25680.0,0.9158671849923321
2022-07-02,Argentina,25680.0,0.9158671849923321
2022-07-03,Argentina,27154.0,1.057398753894081
2022-07-04,Argentina,27154.0,1.057398753894081
2022-07-05,Argentina,27154.0,1.057398753894081
2022-07-06,Argentina,27154.0,1.057398753894081
2022-07-07,Argentina,27154.0,1.057398753894081
2022-07-08,Argentina,27154.0,1.057398753894081
2022-07-09,Argentina,27154.0,1.057398753894081
2022-07-10,Argentina,31845.0,1.1727553951535685
2022-07-11,Argentina,31845.0,1.1727553951535685
2022-07-12,Argentina,31845.0,1.1727553951535685
2022-07-13,Argentina,31845.0,1.1727553951535685
2022-07-14,Argentina,31845.0,1.1727553951535685
2022-07-15,Argentina,31845.0,1.1727553951535685
2022-07-16,Argentina,31845.0,1.1727553951535685
2022-07-17,Argentina,39656.0,1.2452818338828702
2022-07-18,Argentina,39656.0,1.2452818338828702
2022-07-19,Argentina,39656.0,1.2452818338828702
2022-07-20,Argentina,39656.0,1.2452818338828702
2022-07-21,Argentina,39656.0,1.2452818338828702
2022-07-22,Argentina,39656.0,1.2452818338828702
2022-07-23,Argentina,39656.0,1.2452818338828702
2022-07-24,Argentina,41735.0,1.0524258624167844
2022-07-25,Argentina,41735.0,1.0524258624167844
2022-07-26,Argentina,41735.0,1.0524258624167844
2022-07-27,Argentina,41735.0,1.0524258624167844
2022-07-28,Argentina,41735.0,1.0524258624167844
2022-07-29,Argentina,41735.0,1.0524258624167844
2022-07-30,Argentina,41735.0,1.0524258624167844
2022-07-31,Argentina,52745.0,1.2638073559362646
2022-08-01,Argentina,52745.0,1.2638073559362646
2022-08-02,Argentina,52745.0,1.2638073559362646
2022-08-03,Argentina,52745.0,1.2638073559362646
2022-08-04,Argentina,52745.0,1.2638073559362646
2022-08-05,Argentina,52745.0,1.2638073559362646
2022-08-06,Argentina,52745.0,1.2638073559362646
2022-08-07,Argentina,42227.0,0.8005877334344488
2022-08-08,Argentina,42227.0,0.8005877334344488
2022-08-09,Argentina,42227.0,0.8005877334344488
2022-08-10,Argentina,42227.0,0.8005877334344488
2022-08-11,Argentina,42227.0,0.8005877334344488
2022-08-12,Argentina,42227.0,0.8005877334344488
2022-08-13,Argentina,42227.0,0.8005877334344488
2022-08-14,Argentina,31198.0,0.738816397091908
2022-08-15,Argentina,31198.0,0.738816397091908
2022-08-16,Argentina,31198.0,0.738816397091908
2022-08-17,Argentina,31198.0,0.738816397091908
2022-08-18,Argentina,31198.0,0.738816397091908
2022-08-19,Argentina,31198.0,0.738816397091908
2022-08-20,Argentina,31198.0,0.738816397091908
2022-08-21,Argentina,24659.0,0.7904032309763447
2022-08-22,Argentina,24659.0,0.7904032309763447
2022-08-23,Argentina,24659.0,0.7904032309763447
2022-08-24,Argentina,24659.0,0.7904032309763447
2022-08-25,Argentina,24659.0,0.7904032309763447
2022-08-26,Argentina,24659.0,0.7904032309763447
2022-08-27,Argentina,24659.0,0.7904032309763447
2022-08-28,Argentina,19834.0,0.8043310758749341
2022-08-29,Argentina,19834.0,0.8043310758749341
2022-08-30,Argentina,19834.0,0.8043310758749341
2022-08-31,Argentina,19834.0,0.8043310758749341
2022-09-01,Argentina,19834.0,0.8043310758749341
2022-09-02,Argentina,19834.0,0.8043310758749341
2022-09-03,Argentina,19834.0,0.8043310758749341
2022-09-04,Argentina,11636.0,0.5866693556519108
2022-09-05,Argentina,11636.0,0.5866693556519108
2022-09-06,Argentina,11636.0,0.5866693556519108
2022-09-07,Argentina,11636.0,0.5866693556519108
2022-09-08,Argentina,11636.0,0.5866693556519108
2022-09-09,Argentina,11636.0,0.5866693556519108
2022-09-10,Argentina,11636.0,0.5866693556519108
2022-09-11,Argentina,7902.0,0.6790993468545892
2022-09-12,Argentina,7902.0,0.6790993468545892
2022-09-13,Argentina,7902.0,0.6790993468545892
2022-09-14,Argentina,7902.0,0.6790993468545892
2022-09-15,Argentina,7902.0,0.6790993468545892
2022-09-16,Argentina,7902.0,0.6790993468545892
2022-09-17,Argentina,7902.0,0.6790993468545892
2022-09-18,Argentina,6175.0,0.7814477347506961
2022-09-19,Argentina,6175.0,0.7814477347506961
2022-09-20,Argentina,6175.0,0.7814477347506961
2022-09-21,Argentina,6175.0,0.7814477347506961
2022-09-22,Argentina,6175.0,0.7814477347506961
2022-09-23,Argentina,6175.0,0.7814477347506961
2022-09-24,Argentina,6175.0,0.7814477347506961
2022-09-25,Argentina,4482.0,0.7258299595141701
2022-09-26,Argentina,4482.0,0.7258299595141701
2022-09-27,Argentina,4482.0,0.7258299595141701
2022-09-28,Argentina,4482.0,0.7258299595141701
2022-09-29,Argentina,4482.0,0.7258299595141701
2022-09-30,Argentina,4482.0,0.7258299595141701
2022-10-01,Argentina,4482.0,0.7258299595141701
2022-10-02,Argentina,2935.0,0.6548415885765283
2022-10-03,Argentina,2935.0,0.6548415885765283
2022-10-04,Argentina,2935.0,0.6548415885765283
2022-10-05,Argentina,2935.0,0.6548415885765283
2022-10-06,Argentina,2935.0,0.6548415885765283
2022-10-07,Argentina,2935.0,0.6548415885765283
2022-10-08,Argentina,2935.0,0.6548415885765283
2022-10-09,Argentina,2239.0,0.762862010221465
2022-10-10,Argentina,2239.0,0.762862010221465
2022-10-11,Argentina,2239.0,0.762862010221465
2022-10-12,Argentina,2239.0,0.762862010221465
2022-10-13,Argentina,2239.0,0.762862010221465
2022-10-14,Argentina,2239.0,0.762862010221465
2022-10-15,Argentina,4109.0,1.4
2022-10-16,Argentina,1870.0,0.835194283162126
2022-10-17,Argentina,1870.0,0.835194283162126
2022-10-18,Argentina,1870.0,0.835194283162126
2022-10-19,Argentina,1870.0,0.835194283162126
2022-10-20,Argentina,1870.0,0.835194283162126
2022-10-21,Argentina,1870.0,0.835194283162126
2022-10-22,Argentina,0.0,0.0
2022-10-23,Argentina,2082.0,1.1133689839572192
2022-10-24,Argentina,2082.0,1.1133689839572192
2022-10-25,Argentina,2082.0,1.1133689839572192
2022-10-26,Argentina,2082.0,1.1133689839572192
2022-10-27,Argentina,2082.0,1.1133689839572192
2022-10-28,Argentina,2082.0,1.1133689839572192
2022-10-29,Argentina,2082.0,inf
2022-10-30,Argentina,1329.0,0.638328530259366
2022-10-31,Argentina,1329.0,0.638328530259366
2022-11-01,Argentina,1329.0,0.638328530259366
2022-11-02,Argentina,1329.0,0.638328530259366
2022-11-03,Argentina,1329.0,0.638328530259366
2022-11-04,Argentina,1329.0,0.638328530259366
2022-11-05,Argentina,1329.0,0.638328530259366
2022-11-06,Argentina,1357.0,1.021068472535741
2022-11-07,Argentina,1357.0,1.021068472535741
2022-11-08,Argentina,1357.0,1.021068472535741
2022-11-09,Argentina,1357.0,1.021068472535741
2022-11-10,Argentina,1357.0,1.021068472535741
2022-11-11,Argentina,1357.0,1.021068472535741
2022-11-12,Argentina,1357.0,1.021068472535741
2022-11-13,Argentina,1486.0,1.095062638172439
2022-11-14,Argentina,1486.0,1.095062638172439
2022-11-15,Argentina,1486.0,1.095062638172439
2022-11-16,Argentina,1486.0,1.095062638172439
2022-11-17,Argentina,1486.0,1.095062638172439
2022-11-18,Argentina,1486.0,1.095062638172439
2022-11-19,Argentina,1486.0,1.095062638172439
2022-11-20,Argentina,2206.0,1.484522207267833
2022-11-21,Argentina,2206.0,1.484522207267833
2022-11-22,Argentina,2206.0,1.484522207267833
2022-11-23,Argentina,2206.0,1.484522207267833
2022-11-24,Argentina,2206.0,1.484522207267833
2022-11-25,Argentina,2206.0,1.484522207267833
2022-11-26,Argentina,2206.0,1.484522207267833
2022-11-27,Argentina,3323.0,1.5063463281958296
2022-11-28,Argentina,3323.0,1.5063463281958296
2022-11-29,Argentina,3323.0,1.5063463281958296
2022-11-30,Argentina,3323.0,1.5063463281958296
2022-12-01,Argentina,3323.0,1.5063463281958296
2022-12-02,Argentina,3323.0,1.5063463281958296
2022-12-03,Argentina,3323.0,1.5063463281958296
2022-12-04,Argentina,12609.0,3.794462834787842
2022-12-05,Argentina,12609.0,3.794462834787842
2022-12-06,Argentina,12609.0,3.794462834787842
2022-12-07,Argentina,12609.0,3.794462834787842
2022-12-08,Argentina,12609.0,3.794462834787842
2022-12-09,Argentina,12609.0,3.794462834787842
2022-12-10,Argentina,12609.0,3.794462834787842
2022-12-11,Argentina,27119.0,2.1507653263541915
2022-12-12,Argentina,27119.0,2.1507653263541915
2022-12-13,Argentina,27119.0,2.1507653263541915
2022-12-14,Argentina,27119.0,2.1507653263541915
2022-12-15,Argentina,27119.0,2.1507653263541915
2022-12-16,Argentina,27119.0,2.1507653263541915
2022-12-17,Argentina,27119.0,2.1507653263541915
2022-12-18,Argentina,62261.0,2.295844242044323
2022-12-19,Argentina,62261.0,2.295844242044323
2022-12-20,Argentina,62261.0,2.295844242044323
2022-12-21,Argentina,62261.0,2.295844242044323
2022-12-22,Argentina,62261.0,2.295844242044323
2022-12-23,Argentina,62261.0,2.295844242044323
2022-12-24,Argentina,62261.0,2.295844242044323
2022-12-25,Argentina,61903.0,0.9942500120460641
2022-12-26,Argentina,61903.0,0.9942500120460641
2022-12-27,Argentina,61903.0,0.9942500120460641
2022-12-28,Argentina,61903.0,0.9942500120460641
2022-12-29,Argentina,61903.0,0.9942500120460641
2022-12-30,Argentina,61903.0,0.9942500120460641
2022-12-31,Argentina,61903.0,0.9942500120460641
2023-01-01,Argentina,72558.0,1.172124129686768
2023-01-02,Argentina,72558.0,1.172124129686768
2023-01-03,Argentina,72558.0,1.172124129686768
2023-01-04,Argentina,72558.0,1.172124129686768
2023-01-05,Argentina,72558.0,1.172124129686768
2023-01-06,Argentina,72558.0,1.172124129686768
2023-01-07,Argentina,72558.0,1.172124129686768
2023-01-08,Argentina,40982.0,0.5648171118277792
2023-01-09,Argentina,40982.0,0.5648171118277792
2023-01-10,Argentina,40982.0,0.5648171118277792
2023-01-11,Argentina,40982.0,0.5648171118277792
2023-01-12,Argentina,40982.0,0.5648171118277792
2023-01-13,Argentina,40982.0,0.5648171118277792
2023-01-14,Argentina,40982.0,0.5648171118277792
2023-01-15,Argentina,19416.0,0.47376897174369237
2023-01-16,Argentina,19416.0,0.47376897174369237
2023-01-17,Argentina,19416.0,0.47376897174369237
2023-01-18,Argentina,19416.0,0.47376897174369237
2023-01-19,Argentina,19416.0,0.47376897174369237
2023-01-20,Argentina,19416.0,0.47376897174369237
2023-01-21,Argentina,19416.0,0.47376897174369237
2023-01-22,Argentina,8614.0,0.44365471775854964
2023-01-23,Argentina,8614.0,0.44365471775854964
2023-01-24,Argentina,8614.0,0.44365471775854964
2023-01-25,Argentina,8614.0,0.44365471775854964
2023-01-26,Argentina,8614.0,0.44365471775854964
2023-01-27,Argentina,8614.0,0.44365471775854964
2023-01-28,Argentina,8614.0,0.44365471775854964
2023-01-29,Argentina,4426.0,0.513814720222893
2023-01-30,Argentina,4426.0,0.513814720222893
2023-01-31,Argentina,4426.0,0.513814720222893
2023-02-01,Argentina,4426.0,0.513814720222893
2023-02-02,Argentina,4426.0,0.513814720222893
2023-02-03,Argentina,4426.0,0.513814720222893
2023-02-04,Argentina,4426.0,0.513814720222893
2023-02-05,Argentina,3194.0,0.7216448260280163
2023-02-06,Argentina,3194.0,0.7216448260280163
2023-02-07,Argentina,3194.0,0.7216448260280163
2023-02-08,Argentina,3194.0,0.7216448260280163
2023-02-09,Argentina,3194.0,0.7216448260280163
2023-02-10,Argentina,3194.0,0.7216448260280163
2023-02-11,Argentina,3194.0,0.7216448260280163
2023-02-12,Argentina,1807.0,0.5657482780212899
2023-02-13,Argentina,1807.0,0.5657482780212899
2023-02-14,Argentina,1807.0,0.5657482780212899
2023-02-15,Argentina,1807.0,0.5657482780212899
2023-02-16,Argentina,1807.0,0.5657482780212899
2023-02-17,Argentina,1807.0,0.5657482780212899
2023-02-18,Argentina,1807.0,0.5657482780212899
2023-02-19,Argentina,1172.0,0.6485888212506917
2023-02-20,Argentina,1172.0,0.6485888212506917
2023-02-21,Argentina,1172.0,0.6485888212506917
2023-02-22,Argentina,1172.0,0.6485888212506917
