semana_fin,pais,casos_semana,factor_crec_7d
2023-02-23,Argentina,1172.0,0.6485888212506917
2023-02-24,Argentina,1172.0,0.6485888212506917
2023-02-25,Argentina,1172.0,0.6485888212506917
2023-02-26,Argentina,817.0,0.697098976109215
2023-02-27,Argentina,817.0,0.697098976109215
2023-02-28,Argentina,817.0,0.697098976109215
2023-03-01,Argentina,817.0,0.697098976109215
2023-03-02,Argentina,817.0,0.697098976109215
2023-03-03,Argentina,817.0,0.697098976109215
2023-03-04,Argentina,817.0,0.697098976109215
2023-03-05,Argentina,832.0,1.018359853121175
2023-03-06,Argentina,832.0,1.018359853121175
2023-03-07,Argentina,832.0,1.018359853121175
2023-03-08,Argentina,832.0,1.018359853121175
2023-03-09,Argentina,832.0,1.018359853121175
2023-03-10,Argentina,832.0,1.018359853121175
2023-03-11,Argentina,832.0,1.018359853121175
2023-03-12,Argentina,0.0,0.0
2023-03-13,Argentina,0.0,0.0
2023-03-14,Argentina,0.0,0.0
2023-03-15,Argentina,0.0,0.0
2023-03-16,Argentina,0.0,0.0
2023-03-17,Argentina,0.0,0.0
2023-03-18,Argentina,0.0,0.0
2024-01-02,Argentina,2218.0,inf
2024-01-03,Argentina,2218.0,inf
2024-01-04,Argentina,2218.0,inf
2024-01-05,Argentina,2218.0,inf
2024-01-06,Argentina,2218.0,inf
2024-01-07,Argentina,2218.0,inf
2024-01-08,Argentina,2218.0,inf
2024-01-09,Argentina,4039.0,1.821009918845807
2024-01-10,Argentina,4039.0,1.821009918845807
2024-01-11,Argentina,4039.0,1.821009918845807
2024-01-12,Argentina,4039.0,1.821009918845807
2024-01-13,Argentina,4039.0,1.821009918845807
2024-01-14,Argentina,4039.0,1.821009918845807
2024-01-15,Argentina,4039.0,1.821009918845807
2024-01-16,Argentina,6595.0,1.6328299083931666
2024-01-17,Argentina,6595.0,1.6328299083931666
2024-01-18,Argentina,6595.0,1.6328299083931666
2024-01-19,Argentina,6595.0,1.6328299083931666
2024-01-20,Argentina,6595.0,1.6328299083931666
2024-01-21,Argentina,6595.0,1.6328299083931666
2024-01-22,Argentina,6595.0,1.6328299083931666
2024-01-23,Argentina,9035.0,1.3699772554965883
2024-01-24,Argentina,9035.0,1.3699772554965883
2024-01-25,Argentina,9035.0,1.3699772554965883
2024-01-26,Argentina,9035.0,1.3699772554965883
2024-01-27,Argentina,9035.0,1.3699772554965883
2024-01-28,Argentina,9035.0,1.3699772554965883
2024-01-29,Argentina,9035.0,1.3699772554965883
2024-01-30,Argentina,8919.0,0.9871610403984504
2024-01-31,Argentina,8919.0,0.9871610403984504
2024-02-01,Argentina,8919.0,0.9871610403984504
2024-02-02,Argentina,8919.0,0.9871610403984504
2024-02-03,Argentina,8919.0,0.9871610403984504
2024-02-04,Argentina,8919.0,0.9871610403984504
2024-02-05,Argentina,8919.0,0.9871610403984504
2024-02-06,Argentina,6205.0,0.6957057966139701
2024-02-07,Argentina,6205.0,0.6957057966139701
2024-02-08,Argentina,6205.0,0.6957057966139701
2024-02-09,Argentina,6205.0,0.6957057966139701
2024-02-10,Argentina,6205.0,0.6957057966139701
2024-02-11,Argentina,6205.0,0.6957057966139701
2024-02-12,Argentina,6205.0,0.6957057966139701
2024-02-13,Argentina,3750.0,0.604351329572925
2024-02-14,Argentina,3750.0,0.604351329572925
2024-02-15,Argentina,3750.0,0.604351329572925
2024-02-16,Argentina,3750.0,0.604351329572925
2024-02-17,Argentina,3750.0,0.604351329572925
2024-02-18,Argentina,3750.0,0.604351329572925
2024-02-19,Argentina,3750.0,0.604351329572925
2024-02-20,Argentina,4082.0,1.0885333333333334
2024-02-21,Argentina,4082.0,1.0885333333333334
2024-02-22,Argentina,4082.0,1.0885333333333334
2024-02-23,Argentina,4082.0,1.0885333333333334
2024-02-24,Argentina,4082.0,1.0885333333333334
2024-02-25,Argentina,4082.0,1.0885333333333334
2024-02-26,Argentina,4082.0,1.0885333333333334
2024-02-27,Argentina,3021.0,0.740078392944635
2024-02-28,Argentina,3021.0,0.740078392944635
2024-02-29,Argentina,3021.0,0.740078392944635
2024-03-01,Argentina,3021.0,0.740078392944635
2024-03-02,Argentina,3021.0,0.740078392944635
2024-03-03,Argentina,3021.0,0.740078392944635
2024-03-04,Argentina,3021.0,0.740078392944635
2024-03-05,Argentina,2096.0,0.6938099966898378
2024-03-06,Argentina,2096.0,0.6938099966898378
2024-03-07,Argentina,2096.0,0.6938099966898378
2024-03-08,Argentina,2096.0,0.6938099966898378
2024-03-09,Argentina,2096.0,0.6938099966898378
2024-03-10,Argentina,2096.0,0.6938099966898378
2024-03-11,Argentina,2096.0,0.6938099966898378
2024-03-12,Argentina,1921.0,0.9165076335877863
2024-03-13,Argentina,1921.0,0.9165076335877863
2024-03-14,Argentina,1921.0,0.9165076335877863
2024-03-15,Argentina,1921.0,0.9165076335877863
2024-03-16,Argentina,1921.0,0.9165076335877863
2024-03-17,Argentina,1921.0,0.9165076335877863
2024-03-18,Argentina,1921.0,0.9165076335877863
2024-03-19,Argentina,1322.0,0.6881832378969287
2024-03-20,Argentina,1322.0,0.6881832378969287
2024-03-21,Argentina,1322.0,0.6881832378969287
2024-03-22,Argentina,1322.0,0.6881832378969287
2024-03-23,Argentina,1322.0,0.6881832378969287
2024-03-24,Argentina,1322.0,0.6881832378969287
2024-03-25,Argentina,1322.0,0.6881832378969287
2024-03-26,Argentina,683.0,0.516641452344932
2024-03-27,Argentina,683.0,0.516641452344932
2024-03-28,Argentina,683.0,0.516641452344932
2024-03-29,Argentina,683.0,0.516641452344932
2024-03-30,Argentina,683.0,0.516641452344932
2024-03-31,Argentina,683.0,0.516641452344932
2024-04-01,Argentina,683.0,0.516641452344932
2024-04-02,Argentina,419.0,0.6134699853587116
2024-04-03,Argentina,419.0,0.6134699853587116
2024-04-04,Argentina,419.0,0.6134699853587116
2024-04-05,Argentina,419.0,0.6134699853587116
2024-04-06,Argentina,419.0,0.6134699853587116
2024-04-07,Argentina,419.0,0.6134699853587116
2024-04-08,Argentina,419.0,0.6134699853587116
2024-04-09,Argentina,281.0,0.6706443914081146
2024-04-10,Argentina,281.0,0.6706443914081146
2024-04-11,Argentina,281.0,0.6706443914081146
2024-04-12,Argentina,281.0,0.6706443914081146
2024-04-13,Argentina,281.0,0.6706443914081146
2024-04-14,Argentina,281.0,0.6706443914081146
2024-04-15,Argentina,281.0,0.6706443914081146
2024-04-16,Argentina,213.0,0.7580071174377224
2024-04-17,Argentina,213.0,0.7580071174377224
2024-04-18,Argentina,213.0,0.7580071174377224
2024-04-19,Argentina,213.0,0.7580071174377224
2024-04-20,Argentina,213.0,0.7580071174377224
2024-04-21,Argentina,213.0,0.7580071174377224
2024-04-22,Argentina,213.0,0.7580071174377224
2024-04-23,Argentina,152.0,0.7136150234741784
2024-04-24,Argentina,152.0,0.7136150234741784
2024-04-25,Argentina,152.0,0.7136150234741784
2024-04-26,Argentina,152.0,0.7136150234741784
2024-04-27,Argentina,152.0,0.7136150234741784
2024-04-28,Argentina,152.0,0.7136150234741784
2024-04-29,Argentina,152.0,0.7136150234741784
2024-04-30,Argentina,122.0,0.8026315789473685
2024-05-01,Argentina,122.0,0.8026315789473685
2024-05-02,Argentina,122.0,0.8026315789473685
2024-05-03,Argentina,122.0,0.8026315789473685
2024-05-04,Argentina,122.0,0.8026315789473685
2024-05-05,Argentina,122.0,0.8026315789473685
2024-05-06,Argentina,122.0,0.8026315789473685
2024-05-07,Argentina,80.0,0.6557377049180327
2024-05-08,Argentina,80.0,0.6557377049180327
2024-05-09,Argentina,80.0,0.6557377049180327
2024-05-10,Argentina,80.0,0.6557377049180327
2024-05-11,Argentina,80.0,0.6557377049180327
2024-05-12,Argentina,80.0,0.6557377049180327
2024-05-13,Argentina,80.0,0.6557377049180327
2024-05-14,Argentina,93.0,1.1625
2024-05-15,Argentina,93.0,1.1625
2024-05-16,Argentina,93.0,1.1625
2024-05-17,Argentina,93.0,1.1625
2024-05-18,Argentina,93.0,1.1625
2024-05-19,Argentina,93.0,1.1625
2024-05-20,Argentina,93.0,1.1625
2024-05-21,Argentina,117.0,1.2580645161290323
2024-05-22,Argentina,117.0,1.2580645161290323
2024-05-23,Argentina,117.0,1.2580645161290323
2024-05-24,Argentina,117.0,1.2580645161290323
2024-05-25,Argentina,117.0,1.2580645161290323
2024-05-26,Argentina,117.0,1.2580645161290323
2024-05-27,Argentina,117.0,1.2580645161290323
2024-05-28,Argentina,108.0,0.9230769230769231
2024-05-29,Argentina,108.0,0.9230769230769231
2024-05-30,Argentina,108.0,0.9230769230769231
2024-05-31,Argentina,108.0,0.9230769230769231
2024-06-01,Argentina,108.0,0.9230769230769231
2024-06-02,Argentina,108.0,0.9230769230769231
2024-06-03,Argentina,108.0,0.9230769230769231
2024-06-04,Argentina,132.0,1.2222222222222223
2024-06-05,Argentina,132.0,1.2222222222222223
2024-06-06,Argentina,132.0,1.2222222222222223
2024-06-07,Argentina,132.0,1.2222222222222223
2024-06-08,Argentina,132.0,1.2222222222222223
2024-06-09,Argentina,132.0,1.2222222222222223
2024-06-10,Argentina,132.0,1.2222222222222223
2024-06-11,Argentina,139.0,1.053030303030303
2024-06-12,Argentina,139.0,1.053030303030303
2024-06-13,Argentina,139.0,1.053030303030303
2024-06-14,Argentina,139.0,1.053030303030303
2024-06-15,Argentina,139.0,1.053030303030303
2024-06-16,Argentina,139.0,1.053030303030303
2024-06-17,Argentina,139.0,1.053030303030303
2024-06-18,Argentina,126.0,0.9064748201438849
2024-06-19,Argentina,126.0,0.9064748201438849
2024-06-20,Argentina,126.0,0.9064748201438849
2024-06-21,Argentina,126.0,0.9064748201438849
2024-06-22,Argentina,126.0,0.9064748201438849
2024-06-23,Argentina,126.0,0.9064748201438849
2024-06-24,Argentina,126.0,0.9064748201438849
2024-06-25,Argentina,110.0,0.873015873015873
2024-06-26,Argentina,110.0,0.873015873015873
2024-06-27,Argentina,110.0,0.873015873015873
2024-06-28,Argentina,110.0,0.873015873015873
2024-06-29,Argentina,110.0,0.873015873015873
2024-06-30,Argentina,110.0,0.873015873015873
2024-07-01,Argentina,110.0,0.873015873015873
2024-07-02,Argentina,86.0,0.7818181818181819
2024-07-03,Argentina,86.0,0.7818181818181819
2024-07-04,Argentina,86.0,0.7818181818181819
2024-07-05,Argentina,86.0,0.7818181818181819
2024-07-06,Argentina,86.0,0.7818181818181819
2024-07-07,Argentina,86.0,0.7818181818181819
2024-07-08,Argentina,86.0,0.7818181818181819
2024-07-09,Argentina,82.0,0.9534883720930233
2024-07-10,Argentina,82.0,0.9534883720930233
2024-07-11,Argentina,82.0,0.9534883720930233
2024-07-12,Argentina,82.0,0.9534883720930233
2024-07-13,Argentina,82.0,0.9534883720930233
2024-07-14,Argentina,82.0,0.9534883720930233
2024-07-15,Argentina,82.0,0.9534883720930233
2024-07-16,Argentina,96.0,1.170731707317073
2024-07-17,Argentina,96.0,1.170731707317073
2024-07-18,Argentina,96.0,1.170731707317073
2024-07-19,Argentina,96.0,1.170731707317073
2024-07-20,Argentina,96.0,1.170731707317073
2024-07-21,Argentina,96.0,1.170731707317073
2024-07-22,Argentina,96.0,1.170731707317073
2024-07-23,Argentina,102.0,1.0625
2024-07-24,Argentina,102.0,1.0625
2024-07-25,Argentina,102.0,1.0625
2024-07-26,Argentina,102.0,1.0625
2024-07-27,Argentina,102.0,1.0625
2024-07-28,Argentina,102.0,1.0625
2024-07-29,Argentina,102.0,1.0625
2024-07-30,Argentina,127.0,1.2450980392156863
2024-07-31,Argentina,127.0,1.2450980392156863
2024-08-01,Argentina,127.0,1.2450980392156863
2024-08-02,Argentina,127.0,1.2450980392156863
2024-08-03,Argentina,127.0,1.2450980392156863
2024-08-04,Argentina,127.0,1.2450980392156863
2024-08-05,Argentina,127.0,1.2450980392156863
2024-08-06,Argentina,138.0,1.0866141732283465
2024-08-07,Argentina,138.0,1.0866141732283465
2024-08-08,Argentina,138.0,1.0866141732283465
2024-08-09,Argentina,138.0,1.0866141732283465
2024-08-10,Argentina,138.0,1.0866141732283465
2024-08-11,Argentina,138.0,1.0866141732283465
2024-08-12,Argentina,138.0,1.0866141732283465
2024-08-13,Argentina,156.0,1.1304347826086956
2024-08-14,Argentina,156.0,1.1304347826086956
2024-08-15,Argentina,156.0,1.1304347826086956
2024-08-16,Argentina,156.0,1.1304347826086956
2024-08-17,Argentina,156.0,1.1304347826086956
2024-08-18,Argentina,156.0,1.1304347826086956
2024-08-19,Argentina,156.0,1.1304347826086956
2024-08-20,Argentina,183.0,1.1730769230769231
2024-08-21,Argentina,183.0,1.1730769230769231
2024-08-22,Argentina,183.0,1.1730769230769231
2024-08-23,Argentina,183.0,1.1730769230769231
2024-08-24,Argentina,183.0,1.1730769230769231
2024-08-25,Argentina,183.0,1.1730769230769231
2024-08-26,Argentina,183.0,1.1730769230769231
2024-08-27,Argentina,200.0,1.092896174863388
2024-08-28,Argentina,200.0,1.092896174863388
2024-08-29,Argentina,200.0,1.092896174863388
2024-08-30,Argentina,200.0,1.092896174863388
2024-08-31,Argentina,200.0,1.092896174863388
2024-09-01,Argentina,200.0,1.092896174863388
2024-09-02,Argentina,200.0,1.092896174863388
2024-09-03,Argentina,329.0,1.645
2024-09-04,Argentina,329.0,1.645
2024-09-05,Argentina,329.0,1.645
2024-09-06,Argentina,329.0,1.645
2024-09-07,Argentina,329.0,1.645
2024-09-08,Argentina,329.0,1.645
2024-09-09,Argentina,329.0,1.645
2024-09-10,Argentina,377.0,1.1458966565349544
2024-09-11,Argentina,377.0,1.1458966565349544
2024-09-12,Argentina,377.0,1.1458966565349544
2024-09-13,Argentina,377.0,1.1458966565349544
2024-09-14,Argentina,377.0,1.1458966565349544
2024-09-15,Argentina,377.0,1.1458966565349544
2024-09-16,Argentina,377.0,1.1458966565349544
2024-09-17,Argentina,501.0,1.3289124668435013
2024-09-18,Argentina,501.0,1.3289124668435013
2024-09-19,Argentina,501.0,1.3289124668435013
2024-09-20,Argentina,501.0,1.3289124668435013
2024-09-21,Argentina,501.0,1.3289124668435013
2024-09-22,Argentina,501.0,1.3289124668435013
2024-09-23,Argentina,501.0,1.3289124668435013
2024-09-24,Argentina,538.0,1.0738522954091816
2024-09-25,Argentina,538.0,1.0738522954091816
2024-09-26,Argentina,538.0,1.0738522954091816
2024-09-27,Argentina,538.0,1.0738522954091816
2024-09-28,Argentina,538.0,1.0738522954091816
2024-09-29,Argentina,538.0,1.0738522954091816
2024-09-30,Argentina,538.0,1.0738522954091816
2024-10-01,Argentina,659.0,1.224907063197026
2024-10-02,Argentina,659.0,1.224907063197026
2024-10-03,Argentina,659.0,1.224907063197026
2024-10-04,Argentina,659.0,1.224907063197026
2024-10-05,Argentina,659.0,1.224907063197026
2024-10-06,Argentina,659.0,1.224907063197026
2024-10-07,Argentina,659.0,1.224907063197026
2024-10-08,Argentina,759.0,1.1517450682852808
2024-10-09,Argentina,759.0,1.1517450682852808
2024-10-10,Argentina,759.0,1.1517450682852808
2024-10-11,Argentina,759.0,1.1517450682852808
2024-10-12,Argentina,759.0,1.1517450682852808
2024-10-13,Argentina,759.0,1.1517450682852808
2024-10-14,Argentina,759.0,1.1517450682852808
2024-10-15,Argentina,871.0,1.1475625823451912
2024-10-16,Argentina,871.0,1.1475625823451912
2024-10-17,Argentina,871.0,1.1475625823451912
2024-10-18,Argentina,871.0,1.1475625823451912
2024-10-19,Argentina,871.0,1.1475625823451912
2024-10-20,Argentina,871.0,1.1475625823451912
2024-10-21,Argentina,871.0,1.1475625823451912
2024-10-22,Argentina,771.0,0.8851894374282434
2024-10-23,Argentina,771.0,0.8851894374282434
2024-10-24,Argentina,771.0,0.8851894374282434
2024-10-25,Argentina,771.0,0.8851894374282434
2024-10-26,Argentina,771.0,0.8851894374282434
2024-10-27,Argentina,771.0,0.8851894374282434
2024-10-28,Argentina,771.0,0.8851894374282434
2024-10-29,Argentina,963.0,1.2490272373540856
2024-10-30,Argentina,963.0,1.2490272373540856
2024-10-31,Argentina,963.0,1.2490272373540856
2024-11-01,Argentina,963.0,1.2490272373540856
2024-11-02,Argentina,963.0,1.2490272373540856
2024-11-03,Argentina,963.0,1.2490272373540856
2024-11-04,Argentina,963.0,1.2490272373540856
2024-11-05,Argentina,946.0,0.9823468328141225
2024-11-06,Argentina,946.0,0.9823468328141225
2024-11-07,Argentina,946.0,0.9823468328141225
2024-11-08,Argentina,946.0,0.9823468328141225
2024-11-09,Argentina,946.0,0.9823468328141225
2024-11-10,Argentina,946.0,0.9823468328141225
2024-11-11,Argentina,946.0,0.9823468328141225
2024-11-12,Argentina,541.0,0.5718816067653277
2024-11-13,Argentina,541.0,0.5718816067653277
2024-11-14,Argentina,541.0,0.5718816067653277
2024-11-15,Argentina,541.0,0.5718816067653277
2024-11-16,Argentina,541.0,0.5718816067653277
2024-11-17,Argentina,541.0,0.5718816067653277
2024-11-18,Argentina,541.0,0.5718816067653277
2024-11-19,Argentina,380.0,0.7024029574861368
2024-11-20,Argentina,380.0,0.7024029574861368
2024-11-21,Argentina,380.0,0.7024029574861368
2024-11-22,Argentina,380.0,0.7024029574861368
2024-11-23,Argentina,380.0,0.7024029574861368
2024-11-24,Argentina,380.0,0.7024029574861368
2024-11-25,Argentina,380.0,0.7024029574861368
2024-11-26,Argentina,312.0,0.8210526315789474
2024-11-27,Argentina,312.0,0.8210526315789474
2024-11-28,Argentina,312.0,0.8210526315789474
2024-11-29,Argentina,312.0,0.8210526315789474
2024-11-30,Argentina,312.0,0.8210526315789474
2024-12-01,Argentina,312.0,0.8210526315789474
2024-12-02,Argentina,312.0,0.8210526315789474
2024-12-03,Argentina,222.0,0.7115384615384616
2024-12-04,Argentina,222.0,0.7115384615384616
2024-12-05,Argentina,222.0,0.7115384615384616
2024-12-06,Argentina,222.0,0.7115384615384616
2024-12-07,Argentina,222.0,0.7115384615384616
2024-12-08,Argentina,222.0,0.7115384615384616
2024-12-09,Argentina,222.0,0.7115384615384616
2024-12-10,Argentina,178.0,0.8018018018018018
2024-12-11,Argentina,178.0,0.8018018018018018
2024-12-12,Argentina,178.0,0.8018018018018018
2024-12-13,Argentina,178.0,0.8018018018018018
2024-12-14,Argentina,178.0,0.8018018018018018
2024-12-15,Argentina,178.0,0.8018018018018018
2024-12-16,Argentina,178.0,0.8018018018018018
2024-12-17,Argentina,138.0,0.7752808988764045
2024-12-18,Argentina,138.0,0.7752808988764045
2024-12-19,Argentina,138.0,0.7752808988764045
2024-12-20,Argentina,138.0,0.7752808988764045
2024-12-21,Argentina,138.0,0.7752808988764045
2024-12-22,Argentina,138.0,0.7752808988764045
2024-12-23,Argentina,138.0,0.7752808988764045
2024-12-24,Argentina,86.0,0.6231884057971014
2024-12-25,Argentina,86.0,0.6231884057971014
2024-12-26,Argentina,86.0,0.6231884057971014
2024-12-27,Argentina,86.0,0.6231884057971014
2024-12-28,Argentina,86.0,0.6231884057971014
2024-12-29,Argentina,86.0,0.6231884057971014
2024-12-30,Argentina,86.0,0.6231884057971014
2024-12-31,Argentina,86.0,1.0
2025-01-01,Argentina,86.0,1.0
2025-01-02,Argentina,86.0,1.0
2025-01-03,Argentina,86.0,1.0
2025-01-04,Argentina,86.0,1.0
2025-01-05,Argentina,86.0,1.0
2025-01-06,Argentina,86.0,1.0
2025-01-07,Argentina,109.0,1.2674418604651163
2025-01-08,Argentina,109.0,1.2674418604651163
2025-01-09,Argentina,109.0,1.2674418604651163
2025-01-10,Argentina,109.0,1.2674418604651163
2025-01-11,Argentina,109.0,1.2674418604651163
2025-01-12,Argentina,109.0,1.2674418604651163
2025-01-13,Argentina,109.0,1.2674418604651163
2025-01-14,Argentina,67.0,0.6146788990825688
2025-01-15,Argentina,67.0,0.6146788990825688
2025-01-16,Argentina,67.0,0.6146788990825688
2025-01-17,Argentina,67.0,0.6146788990825688
2025-01-18,Argentina,67.0,0.6146788990825688
2025-01-19,Argentina,67.0,0.6146788990825688
2025-01-20,Argentina,67.0,0.6146788990825688
2025-01-21,Argentina,78.0,1.164179104477612
2025-01-22,Argentina,78.0,1.164179104477612
2025-01-23,Argentina,78.0,1.164179104477612
2025-01-24,Argentina,78.0,1.164179104477612
2025-01-25,Argentina,78.0,1.164179104477612
2025-01-26,Argentina,78.0,1.164179104477612
2025-01-27,Argentina,78.0,1.164179104477612
2025-01-28,Argentina,67.0,0.8589743589743589
2025-01-29,Argentina,67.0,0.8589743589743589
2025-01-30,Argentina,67.0,0.8589743589743589
2025-01-31,Argentina,67.0,0.8589743589743589
2025-02-01,Argentina,67.0,0.8589743589743589
2025-02-02,Argentina,67.0,0.8589743589743589
2025-02-03,Argentina,67.0,0.8589743589743589
2025-02-04,Argentina,82.0,1.2238805970149254
2025-02-05,Argentina,82.0,1.2238805970149254
2025-02-06,Argentina,82.0,1.2238805970149254
2025-02-07,Argentina,82.0,1.2238805970149254
2025-02-08,Argentina,82.0,1.2238805970149254
2025-02-09,Argentina,82.0,1.2238805970149254
2025-02-10,Argentina,82.0,1.2238805970149254
2025-02-11,Argentina,94.0,1.146341463414634
2025-02-12,Argentina,94.0,1.146341463414634
2025-02-13,Argentina,94.0,1.146341463414634
2025-02-14,Argentina,94.0,1.146341463414634
2025-02-15,Argentina,94.0,1.146341463414634
2025-02-16,Argentina,94.0,1.146341463414634
2025-02-17,Argentina,94.0,1.146341463414634
2025-02-18,Argentina,100.0,1.0638297872340425
2025-02-19,Argentina,100.0,1.0638297872340425
2025-02-20,Argentina,100.0,1.0638297872340425
2025-02-21,Argentina,100.0,1.0638297872340425
2025-02-22,Argentina,100.0,1.0638297872340425
2025-02-23,Argentina,100.0,1.0638297872340425
2025-02-24,Argentina,100.0,1.0638297872340425
2025-02-25,Argentina,98.0,0.98
2025-02-26,Argentina,98.0,0.98
2025-02-27,Argentina,98.0,0.98
2025-02-28,Argentina,98.0,0.98
2025-03-01,Argentina,98.0,0.98
2025-03-02,Argentina,98.0,0.98
2025-03-03,Argentina,98.0,0.98
2025-03-04,Argentina,106.0,1.0816326530612246
2025-03-05,Argentina,106.0,1.0816326530612246
2025-03-06,Argentina,106.0,1.0816326530612246
2025-03-07,Argentina,106.0,1.0816326530612246
2025-03-08,Argentina,106.0,1.0816326530612246
2025-03-09,Argentina,106.0,1.0816326530612246
2025-03-10,Argentina,106.0,1.0816326530612246
2025-03-11,Argentina,149.0,1.4056603773584906
2025-03-12,Argentina,149.0,1.4056603773584906
2025-03-13,Argentina,149.0,1.4056603773584906
2025-03-14,Argentina,149.0,1.4056603773584906
2025-03-15,Argentina,149.0,1.4056603773584906
2025-03-16,Argentina,149.0,1.4056603773584906
2025-03-17,Argentina,149.0,1.4056603773584906
2025-03-18,Argentina,176.0,1.1812080536912752
2025-03-19,Argentina,176.0,1.1812080536912752
2025-03-20,Argentina,176.0,1.1812080536912752
2025-03-21,Argentina,176.0,1.1812080536912752
2025-03-22,Argentina,176.0,1.1812080536912752
2025-03-23,Argentina,176.0,1.1812080536912752
2025-03-24,Argentina,176.0,1.1812080536912752
2025-03-25,Argentina,130.0,0.7386363636363636
2025-03-26,Argentina,130.0,0.7386363636363636
2025-03-27,Argentina,130.0,0.7386363636363636
2025-03-28,Argentina,130.0,0.7386363636363636
2025-03-29,Argentina,130.0,0.7386363636363636
2025-03-30,Argentina,130.0,0.7386363636363636
2025-03-31,Argentina,130.0,0.7386363636363636
2025-04-01,Argentina,129.0,0.9923076923076923
2025-04-02,Argentina,129.0,0.9923076923076923
2025-04-03,Argentina,129.0,0.9923076923076923
2025-04-04,Argentina,129.0,0.9923076923076923
2025-04-05,Argentina,129.0,0.9923076923076923
2025-04-06,Argentina,129.0,0.9923076923076923
2025-04-07,Argentina,129.0,0.9923076923076923
2025-04-08,Argentina,99.0,0.7674418604651163
2025-04-09,Argentina,99.0,0.7674418604651163
2025-04-10,Argentina,99.0,0.7674418604651163
2025-04-11,Argentina,99.0,0.7674418604651163
2025-04-12,Argentina,99.0,0.7674418604651163
2025-04-13,Argentina,99.0,0.7674418604651163
2025-04-14,Argentina,99.0,0.7674418604651163
2025-04-15,Argentina,68.0,0.6868686868686869
2025-04-16,Argentina,68.0,0.6868686868686869
2025-04-17,Argentina,68.0,0.6868686868686869
2025-04-18,Argentina,68.0,0.6868686868686869
2025-04-19,Argentina,68.0,0.6868686868686869
2025-04-20,Argentina,68.0,0.6868686868686869
2025-04-21,Argentina,68.0,0.6868686868686869
2025-04-22,Argentina,79.0,1.161764705882353
2025-04-23,Argentina,79.0,1.161764705882353
2025-04-24,Argentina,79.0,1.161764705882353
2025-04-25,Argentina,79.0,1.161764705882353
2025-04-26,Argentina,79.0,1.161764705882353
2025-04-27,Argentina,79.0,1.161764705882353
2025-04-28,Argentina,79.0,1.161764705882353
2025-04-29,Argentina,67.0,0.8481012658227848
2025-04-30,Argentina,67.0,0.8481012658227848
2025-05-01,Argentina,67.0,0.8481012658227848
2025-05-02,Argentina,67.0,0.8481012658227848
2025-05-03,Argentina,67.0,0.8481012658227848
2025-05-04,Argentina,67.0,0.8481012658227848
2025-05-05,Argentina,67.0,0.8481012658227848
2025-05-06,Argentina,86.0,1.2835820895522387
2025-05-07,Argentina,86.0,1.2835820895522387
2025-05-08,Argentina,86.0,1.2835820895522387
2025-05-09,Argentina,86.0,1.2835820895522387
2025-05-10,Argentina,86.0,1.2835820895522387
2025-05-11,Argentina,86.0,1.2835820895522387
2025-05-12,Argentina,86.0,1.2835820895522387
2025-05-13,Argentina,64.0,0.7441860465116279
2025-05-14,Argentina,64.0,0.7441860465116279
2025-05-15,Argentina,64.0,0.7441860465116279
2025-05-16,Argentina,64.0,0.7441860465116279
2025-05-17,Argentina,64.0,0.7441860465116279
2025-05-18,Argentina,64.0,0.7441860465116279
2025-05-19,Argentina,64.0,0.7441860465116279
2025-05-20,Argentina,84.0,1.3125
2025-05-21,Argentina,84.0,1.3125
2025-05-22,Argentina,84.0,1.3125
2025-05-23,Argentina,84.0,1.3125
2025-05-24,Argentina,84.0,1.3125
2025-05-25,Argentina,84.0,1.3125
2025-05-26,Argentina,84.0,1.3125
2025-05-27,Argentina,105.0,1.25
2025-05-28,Argentina,105.0,1.25
2025-05-29,Argentina,105.0,1.25
2025-05-30,Argentina,105.0,1.25
2025-05-31,Argentina,105.0,1.25
2025-06-01,Argentina,105.0,1.25
2025-06-02,Argentina,105.0,1.25
2025-06-03,Argentina,133.0,1.2666666666666666
2025-06-04,Argentina,133.0,1.2666666666666666
2025-06-05,Argentina,133.0,1.2666666666666666
2025-06-06,Argentina,133.0,1.2666666666666666
2025-06-07,Argentina,133.0,1.2666666666666666
2025-06-08,Argentina,133.0,1.2666666666666666
2025-06-09,Argentina,133.0,1.2666666666666666
2025-06-10,Argentina,144.0,1.0827067669172932
2025-06-11,Argentina,144.0,1.0827067669172932
2025-06-12,Argentina,144.0,1.0827067669172932
2025-06-13,Argentina,144.0,1.0827067669172932
2025-06-14,Argentina,144.0,1.0827067669172932
2025-06-15,Argentina,144.0,1.0827067669172932
2025-06-16,Argentina,144.0,1.0827067669172932
2025-06-17,Argentina,126.0,0.875
2025-06-18,Argentina,126.0,0.875
2025-06-19,Argentina,126.0,0.875
2025-06-20,Argentina,126.0,0.875
2025-06-21,Argentina,126.0,0.875
2025-06-22,Argentina,126.0,0.875
2025-06-23,Argentina,126.0,0.875
2025-06-24,Argentina,146.0,1.1587301587301588
2025-06-25,Argentina,146.0,1.1587301587301588
2025-06-26,Argentina,146.0,1.1587301587301588
2025-06-27,Argentina,146.0,1.1587301587301588
2025-06-28,Argentina,146.0,1.1587301587301588
2025-06-29,Argentina,146.0,1.1587301587301588
2025-06-30,Argentina,146.0,1.1587301587301588
2025-07-01,Argentina,136.0,0.9315068493150684
2025-07-02,Argentina,136.0,0.9315068493150684
