fecha,pais,incidencia_7d
2020-08-19,Argentina,15.06881774939296
2020-08-20,Argentina,15.42338186830575
2020-08-21,Argentina,15.724777099821678
2020-08-22,Argentina,16.04882416502148
2020-08-23,Argentina,16.102622270020667
2020-08-24,Argentina,17.630362608477192
2020-08-25,Argentina,18.306456922180466
2020-08-26,Argentina,19.086686749069298
2020-08-27,Argentina,19.984265658792623
2020-08-28,Argentina,20.770787661704755
2020-08-29,Argentina,21.257802085907947
2020-08-30,Argentina,21.70140049555039
2020-08-31,Argentina,22.11699872188916
2020-09-01,Argentina,22.4747089288136
2020-09-02,Argentina,22.402348904545683
2020-09-03,Argentina,22.431922131855178
2020-09-04,Argentina,22.575069136385185
2020-09-05,Argentina,22.701541874453458
2020-09-06,Argentina,22.75250850024216
2020-09-07,Argentina,22.899745419187315
2020-09-08,Argentina,23.35341131046703
2020-09-09,Argentina,23.767751101601142
2020-09-10,Argentina,24.189641503963212
2020-09-11,Argentina,24.464924204982456
2020-09-12,Argentina,24.4171036672054
2020-09-13,Argentina,24.589194681442574
2020-09-14,Argentina,24.627576955184686
2020-09-15,Argentina,24.339709902118845
2020-09-16,Argentina,24.294091625949942
2020-09-17,Argentina,24.056247372269315
2020-09-18,Argentina,23.934179157417354
